70	96	70	51
92	88	50	13
300	48	55	79
12	10	74	3
93	79	98	61
300	86	35	30
98	300	87	23
87	17	84	15
45	56	52	29
80	75	95	47
12	1	39	12
62	47	23	34
37	25	15	77
37	78	29	2
14	33	10	9
85	17	64	82
30	24	89	1
9	15	22	68
5	21	14	43
300	60	97	60
39	78	74	77
49	85	59	19
79	76	4	84
8	1	65	86
6	3	8	88
3	58	16	91
64	93	31	64
42	85	11	6
63	14	57	89
62	96	45	20
98	91	14	98
66	83	17	68
38	90	32	79
81	61	48	78
44	83	97	51
29	91	21	70
300	94	15	96
92	13	20	90
11	63	92	89
25	71	32	25
56	83	41	99
10	75	43	3
65	59	68	89
49	29	46	30
2	46	97	71
56	53	81	66
40	82	1	45
8	14	94	15
55	91	38	90
32	80	38	46
60	86	94	95
97	27	36	10
57	16	52	42
54	90	88	18
35	12	43	37
6	80	60	58
75	21	83	2
74	55	10	84
23	50	55	60
21	32	35	81
42	40	47	63
7	25	71	48
88	60	15	62
79	70	50	40
97	20	82	56
79	4	37	27
69	36	55	13
20	59	5	65
31	50	50	12
69	36	19	6
61	6	36	89
98	34	62	29
61	79	59	84
11	90	27	69
28	47	96	68
45	12	87	3
9	90	13	51
86	48	27	25
10	94	40	60
59	63	38	68
85	69	33	50
96	94	23	99
15	27	54	11
86	77	39	1
57	25	86	18
44	8	84	62
59	45	93	40
94	27	75	26
300	36	26	2
64	7	96	98
88	82	66	31
88	30	69	81
28	59	48	45
88	69	85	97
48	14	11	68
96	25	4	23
65	94	57	48
82	52	98	47
76	19	92	90
9	90	7	98
15	10	32	29
96	72	79	77
84	66	23	13
91	58	25	63
84	32	65	94
27	34	68	62
40	9	95	7
24	48	9	17
19	24	62	42
58	12	28	19
39	2	83	69
55	92	7	44
15	88	7	36
4	43	28	82
93	3	4	89
52	6	20	40
46	17	35	11
63	32	29	25
51	11	18	22
80	19	73	51
94	64	73	52
83	89	94	96
60	12	45	16
34	98	37	49
40	4	9	12
78	56	39	61
32	21	29	63
37	14	87	92
63	99	97	63
15	38	43	28
13	17	42	34
73	84	51	61
52	56	95	66
18	27	18	55
34	16	5	63
69	18	26	19
44	55	27	33
5	43	51	95
13	60	65	57
99	82	76	28
18	6	45	15
17	44	51	57
300	42	48	65
5	3	59	92
4	65	59	28
4	80	30	31
67	93	12	1
2	40	36	59
76	71	94	46
71	89	300	91
36	12	49	23
4	62	82	10
64	99	72	44
96	19	4	38
10	32	41	76
80	14	17	56
26	56	68	80
57	92	78	21
35	41	26	20
2	65	17	89
62	77	54	64
86	62	91	90
26	45	97	70
32	10	60	65
4	89	27	88
50	64	52	77
47	30	84	82
2	6	41	89
28	79	11	53
12	59	20	15
83	30	99	68
95	19	65	40
38	36	86	83
39	26	53	97
92	81	51	89
18	30	29	47
20	53	9	48
34	27	32	95
54	10	67	20
17	25	46	56
4	66	20	1
4	86	9	93
84	33	28	52
25	53	93	9
67	68	67	49
68	80	49	60
26	10	25	6
63	68	75	37
34	22	41	91
8	55	73	97
53	4	93	37
1	94	73	32
86	24	13	97
96	300	11	12
63	2	22	18
52	16	85	21
51	18	60	84
11	79	69	77
60	73	64	78
11	37	85	22
27	53	8	99
8	84	71	70
55	60	1	73
300	51	74	72
69	37	67	79
9	58	44	34
44	96	48	2
47	95	34	53
89	49	64	77
10	99	63	44
52	48	27	81
2	34	43	35
300	33	13	40
12	55	63	86
42	35	57	81
93	58	83	24
76	52	11	55
68	63	47	9
31	55	99	62
57	50	17	20
19	46	30	30
2	94	85	32
3	8	14	57
29	40	56	20
95	65	23	93
98	75	79	57
23	42	55	99
88	86	62	53
73	51	41	2
92	81	5	65
49	41	18	79
91	98	37	68
68	13	31	99
47	71	78	64
21	56	25	20
70	64	73	67
85	65	5	15
17	73	85	73
36	71	52	8
48	65	65	2
19	26	2	44
10	58	46	28
26	25	32	85
43	15	20	4
91	58	63	51
96	23	85	9
96	85	33	44
77	34	63	56
62	13	25	37
87	66	95	53
52	27	300	31
18	62	92	19
86	12	85	87
1	34	40	47
98	82	61	76
37	12	71	20
25	96	37	29
27	43	14	14
81	56	1	92
26	73	82	43
97	48	49	42
66	98	92	84
49	37	43	27
75	83	84	88
18	82	13	26
67	300	97	12
52	9	11	87
60	46	4	48
61	24	49	65
86	80	40	69
79	40	20	93
16	27	99	22
10	89	6	99
69	37	81	68
87	97	22	21
8	26	3	57
49	8	97	17
300	88	30	84
82	11	40	26
11	18	51	87
66	48	43	1
32	28	50	71
59	52	36	6
52	16	11	9
31	1	72	50
94	60	50	66
10	55	83	11
94	300	57	30
45	61	6	67
89	97	17	4
42	19	43	45
46	55	43	38
52	79	20	96
92	25	25	31
57	51	86	55
91	84	63	56
28	86	62	51
79	59	64	25
78	77	60	16
93	300	43	32
78	51	36	60
88	8	59	67
63	2	71	87
37	86	96	98
29	10	34	64
74	62	55	41
42	17	59	57
300	97	64	29
3	74	37	63
89	35	83	64
85	69	90	50
69	62	33	89
96	66	29	12
11	5	47	8
14	1	26	53
69	25	76	93
52	64	72	41
21	90	2	34
59	97	42	70
33	81	22	88
24	96	99	87
89	98	60	71
30	14	25	70
12	17	26	55
72	84	77	41
14	92	72	44
84	77	21	65
16	88	64	21
1	11	10	94
14	49	82	27
78	67	56	95
68	29	69	2
48	70	70	90
70	24	18	83
18	10	68	62
31	42	84	86
19	34	67	64
10	58	35	42
94	32	14	40
2	51	70	99
89	53	98	57
92	85	85	22
45	91	51	88
13	94	58	11
46	3	26	50
73	53	70	48
51	74	32	79
83	80	28	16
57	61	15	20
17	61	69	53
33	74	68	23
58	56	99	48
76	57	83	34
13	57	12	97
74	83	45	70
51	36	23	32
74	300	73	56
92	65	96	66
96	1	95	7
33	34	43	85
70	55	51	25
89	4	4	15
86	61	28	55
59	27	92	24
55	56	40	32
35	79	49	35
53	94	69	99
50	47	72	89
90	14	74	42
96	64	22	59
61	27	43	64
12	95	7	34
52	69	83	70
91	33	95	49
67	94	10	1
82	60	6	21
90	80	62	17
2	94	64	5
44	51	58	93
8	71	46	89
56	83	90	60
88	41	25	28
84	73	27	25
39	56	42	36
70	21	300	98
1	64	46	51
4	7	79	87
9	53	80	10
80	33	43	73
60	77	40	49
97	90	56	6
86	59	92	54
91	34	44	50
89	60	33	29
3	92	77	57
91	29	99	83
56	11	7	15
91	93	43	61
88	84	86	1
82	87	54	98
31	44	94	1
24	54	63	3
11	99	59	96
38	44	98	69
6	28	89	98
81	41	91	31
28	70	72	19
13	69	44	36
85	4	82	41
300	47	45	47
29	64	27	77
40	69	43	75
56	84	36	7
68	63	65	89
94	31	38	44
85	33	36	31
90	16	75	51
77	64	77	88
6	12	5	79
25	39	89	64
46	55	1	95
51	65	57	12
53	20	2	56
82	70	65	18
66	61	77	81
51	11	12	47
18	91	82	90
55	38	79	87
87	72	33	97
31	66	67	67
3	56	58	41
13	6	88	19
6	11	91	44
18	71	54	99
53	48	46	45
39	16	17	78
53	28	17	86
58	68	84	38
1	10	27	24
5	9	22	76
27	3	33	42
33	79	98	76
95	71	83	49
82	66	14	55
91	3	16	83
87	73	7	85
95	61	4	4
66	72	87	4
81	40	19	91
55	1	7	37
46	82	4	99
88	68	19	12
97	97	80	80
58	9	18	44
82	99	62	22
94	96	20	71
24	73	54	89
14	18	11	28
5	58	89	29
67	98	66	78
78	27	19	28
48	34	29	69
37	35	7	2
97	42	73	97
26	10	21	39
80	62	15	51
16	66	40	74
12	28	16	65
4	30	62	2
2	89	98	56
18	19	87	94
98	19	44	9
86	27	14	12
14	29	8	300
3	47	5	26
17	6	1	36
6	95	300	55
23	61	61	9
41	34	61	71
81	18	45	42
99	32	17	51
36	51	35	46
75	30	72	99
42	80	31	58
86	58	51	40
24	63	72	11
76	31	83	84
83	51	8	49
59	16	44	6
70	25	98	94
54	68	92	78
92	56	53	16
94	33	41	61
29	99	30	73
18	99	23	36
72	81	89	53
55	87	14	300
59	48	71	15
20	59	70	44
6	37	18	4
57	72	43	30
1	31	21	50
91	94	36	80
83	37	2	93
14	67	64	34
83	32	82	71
59	80	84	24
79	78	68	71
48	300	50	25
74	48	55	90
50	49	15	12
20	8	33	99
79	46	48	49
32	80	21	84
66	76	83	58
51	45	45	40
75	64	78	2
94	58	98	35
48	30	30	78
37	83	74	95
40	28	81	11
34	88	58	28
73	28	18	82
94	91	300	4
300	82	67	70
48	76	84	37
93	8	60	25
83	76	67	96
70	64	300	89
44	58	80	6
29	60	33	75
69	75	77	9
24	52	82	95
13	78	36	82
71	17	21	89
68	75	67	9
74	83	65	74
42	91	4	6
96	43	40	19
4	7	67	23
56	24	99	27
81	70	94	71
84	68	89	50
95	1	9	82
72	55	88	61
99	300	80	73
32	2	61	21
57	33	75	99
66	43	46	300
48	83	79	41
27	47	3	2
76	22	3	22
27	60	60	53
20	6	45	79
1	98	65	93
65	7	70	38
91	69	69	42
68	21	13	76
62	31	15	60
21	35	30	9
54	84	56	96
13	34	5	34
44	15	31	41
3	29	97	99
49	66	59	22
45	92	92	25
52	27	70	63
15	9	50	67
78	41	31	18
72	75	94	41
28	53	80	84
63	15	57	71
35	50	70	17
88	58	34	87
24	22	39	79
47	38	57	49
99	56	24	69
30	78	94	63
61	68	30	37
6	33	13	49
94	15	39	16
33	67	86	88
53	53	8	81
19	92	86	64
37	77	92	25
20	46	42	13
95	85	92	54
97	30	63	72
69	92	23	18
69	25	23	6
85	53	94	48
60	53	90	80
62	75	75	70
82	68	27	32
21	76	47	3
85	29	68	7
88	29	5	73
56	55	35	34
86	38	23	66
56	22	2	52
95	41	34	32
90	92	40	3
94	57	88	58
1	59	70	11
54	46	11	5
11	45	41	73
71	19	16	51
89	68	75	61
3	93	48	45
45	89	72	96
99	23	96	15
47	95	35	66
90	7	68	20
54	79	72	83
91	58	24	87
6	31	32	49
54	30	7	73
81	40	45	62
30	63	83	26
31	67	19	37
21	55	8	24
15	19	60	15
57	79	22	52
32	82	96	41
68	2	91	300
96	45	27	22
30	22	40	30
50	28	40	79
7	31	17	90
90	2	99	53
84	53	82	30
13	6	19	13
62	7	87	97
6	75	52	17
50	71	65	18
2	47	38	86
84	17	74	72
98	37	94	30
77	300	5	37
76	80	21	97
49	63	23	30
32	80	16	28
51	38	63	69
4	37	12	1
98	77	45	34
9	54	36	78
26	68	57	97
97	55	81	49
57	56	6	19
94	54	37	73
31	31	61	11
51	50	63	56
44	11	19	18
95	300	77	86
43	55	50	24
65	35	47	91
20	52	58	86
300	37	99	70
51	51	3	58
23	13	72	45
21	75	94	50
75	44	87	97
33	22	70	49
1	76	84	72
56	36	81	19
99	7	53	51
12	300	80	93
83	43	2	67
55	17	32	24
50	29	61	95
30	94	26	11
33	45	76	97
93	32	41	45
58	84	36	53
53	44	53	55
87	93	45	300
96	72	66	55
66	49	27	67
36	72	9	35
99	40	11	61
22	90	71	85
88	40	13	300
20	46	18	68
28	74	80	67
96	37	44	43
43	60	54	99
22	74	12	99
2	73	16	53
63	53	30	86
93	59	89	3
77	4	36	98
70	78	40	24
26	96	43	26
21	37	1	57
2	11	9	21
56	53	47	75
13	66	77	94
13	31	94	44
32	70	62	7
70	89	2	46
97	61	40	27
69	19	3	21
25	49	44	69
75	57	10	26
96	44	95	67
40	49	72	18
19	79	6	19
32	66	76	10
10	53	99	24
5	46	73	39
3	37	50	95
78	24	72	13
20	36	46	43
7	70	63	41
16	23	95	20
65	89	8	84
44	86	22	32
31	76	98	97
27	36	55	78
58	36	41	56
13	2	7	82
85	67	58	47
69	60	5	48
68	92	84	18
65	36	50	87
63	4	41	76
20	83	30	17
83	28	1	43
64	49	23	58
15	73	19	97
4	74	46	38
75	36	90	43
1	77	28	26
20	86	86	24
90	70	45	60
86	1	83	71
21	86	89	58
40	87	27	14
28	56	61	2
65	25	34	62
68	65	76	23
73	86	15	55
51	20	19	95
45	1	98	61
55	16	80	83
33	45	16	66
60	6	60	54
27	93	56	35
55	39	64	99
28	30	40	31
54	14	54	89
27	13	13	27
60	84	68	36
33	52	52	48
89	39	11	42
61	80	11	71
8	6	67	80
37	19	91	75
61	67	86	8
33	42	50	60
21	3	79	94
54	47	42	44
91	13	29	50
12	86	95	37
48	71	3	97
19	53	35	84
32	1	77	8
35	52	66	67
66	98	1	54
12	6	24	37
29	16	54	44
66	84	46	77
35	67	1	91
88	50	79	47
21	62	51	83
33	33	32	77
93	55	48	43
90	56	19	14
90	9	19	80
23	44	41	14
74	31	84	48
87	96	72	22
64	76	86	72
12	56	96	6
93	96	68	13
21	81	64	7
11	5	53	90
72	14	42	6
65	60	60	55
57	50	19	54
27	24	79	92
28	13	52	31
49	32	87	96
53	86	61	80
75	79	79	85
28	93	82	22
89	39	62	28
17	93	61	49
26	71	33	47
34	27	83	57
35	39	91	78
17	59	18	82
62	14	58	79
86	72	24	43
70	99	76	94
55	99	3	57
82	83	74	61
39	98	85	14
38	88	25	19
74	84	42	72
34	88	61	51
75	75	21	19
13	44	15	14
90	15	70	98
44	93	5	42
65	22	26	2
8	91	79	59
67	15	53	85
69	89	6	45
61	1	3	16
35	68	98	85
18	35	87	9
74	55	42	29
45	38	21	39
73	18	36	46
4	37	40	46
59	59	40	61
61	64	58	4
26	71	5	90
77	39	3	60
64	14	87	55
10	66	46	23
53	46	20	47
15	70	71	18
300	19	59	81
42	79	48	52
39	34	11	6
10	69	81	47
70	85	83	73
45	97	73	32
81	55	13	74
97	47	99	52
57	1	93	4
42	33	56	57
73	59	25	42
95	44	81	10
46	11	86	97
84	35	39	82
51	43	31	59
80	9	14	28
45	32	72	33
31	44	78	2
78	26	10	58
10	21	72	47
13	10	66	92
53	27	65	94
57	8	69	3
73	67	33	80
300	61	38	82
42	47	39	78
36	89	16	7
25	23	39	27
300	48	64	32
13	84	83	94
55	89	88	74
84	41	96	35
37	20	22	75
29	56	67	37
88	13	72	90
98	48	59	87
17	1	62	34
22	6	88	15
73	2	81	29
94	34	81	21
10	56	60	89
96	38	56	95
78	24	28	50
67	50	12	20
91	30	16	85
71	13	97	80
91	17	20	92
56	3	78	48
52	57	76	30
62	96	33	99
23	63	24	4
300	80	2	55
83	92	25	73
66	26	38	23
42	84	40	85
26	89	94	23
48	13	89	13
70	53	22	88
44	57	41	82
77	43	46	36
45	75	86	51
37	61	36	30
13	31	81	21
90	63	37	34
300	36	72	25
7	38	300	32
56	32	72	28
71	6	53	27
70	75	80	79
92	36	10	15
3	77	56	41
72	18	54	29
85	27	93	6
22	43	18	93
44	70	1	21
17	55	6	34
58	80	49	3
11	55	70	96
65	64	19	59
11	37	74	6
70	97	24	13
47	21	43	5
32	22	72	89
77	89	43	56
76	87	77	57
18	8	70	23
7	72	56	75
99	86	84	47
58	87	84	16
69	29	95	66
91	2	42	33
81	59	3	11
21	80	46	30
43	37	93	56
16	33	26	5
61	90	83	82
37	54	66	26
93	52	7	47
97	36	4	32
51	41	62	74
88	35	74	87
74	12	16	78
33	72	45	23
35	30	35	22
42	51	36	76
53	32	36	57
88	74	16	87
81	82	83	49
57	43	49	95
95	92	83	96
73	76	300	35
96	56	24	27
47	6	49	58
51	48	70	15
28	97	51	71
61	91	56	19
34	50	64	40
84	46	17	78
72	92	61	19
7	15	56	83
82	3	26	55
15	35	49	27
77	11	95	39
4	58	7	60
65	68	94	69
7	94	78	24
34	44	30	46
71	63	24	28
64	38	78	58
300	81	67	66
43	72	27	9
81	92	33	87
57	73	22	24
87	51	34	87
39	31	49	9
87	24	65	20
62	34	16	47
42	8	82	69
38	46	32	86
38	1	65	12
4	29	99	35
66	48	91	15
10	5	59	68
62	22	21	82
17	4	67	4
60	33	38	82
75	20	94	67
30	47	32	5
11	10	99	33
62	99	69	52
44	90	76	13
72	21	84	74
97	80	60	87
35	73	71	61
95	68	70	56
56	57	43	48
74	22	92	29
75	87	83	28
94	32	70	91
27	87	83	41
9	2	33	97
26	91	63	79
49	94	29	70
94	80	19	74
14	44	33	83
68	68	63	41
33	86	37	15
87	17	64	22
45	68	78	47
25	1	40	73
19	82	88	19
27	97	91	13
51	2	85	75
35	96	7	69
99	66	3	44
26	20	20	81
82	48	26	61
56	87	21	67
3	79	300	24
300	91	90	53
7	72	91	27
66	23	92	81
90	12	92	9
71	56	10	81
31	52	14	59
64	12	45	9
89	62	26	49
5	49	25	99
42	40	52	90
40	11	15	50
89	66	41	24
82	90	97	51
54	13	87	96
63	89	47	54
64	24	20	11
57	37	66	46
76	93	85	62
83	40	42	14
34	53	48	56
33	23	49	90
41	41	59	43
82	30	8	83
98	26	59	78
29	69	13	66
50	44	98	49
19	98	89	80
16	31	93	34
80	47	95	67
29	46	45	2
30	15	25	82
60	72	6	47
15	17	10	23
300	53	26	18
17	4	12	11
43	67	43	53
69	15	76	52
73	41	57	57
19	96	81	81
68	96	74	47
6	54	30	16
63	73	4	26
62	80	91	78
76	67	34	55
31	94	58	94
73	3	72	84
71	49	15	15
41	47	66	39
24	95	66	78
73	74	61	48
14	20	66	92
8	18	36	46
99	42	37	29
76	81	42	29
68	9	13	60
8	4	34	51
91	11	92	87
43	40	36	7
31	97	75	87
54	41	97	31
85	57	39	12
53	44	72	45
20	54	87	49
74	81	95	6
34	8	26	25
68	67	12	26
43	37	25	10
84	24	84	92
44	56	86	52
31	14	95	68
80	36	78	9
15	53	97	28
59	39	12	67
90	45	84	63
60	1	15	78
23	48	87	6
13	82	68	10
17	26	45	81
87	85	32	50
86	46	6	36
38	63	21	54
20	51	62	300
13	34	84	37
65	46	96	50
14	27	85	88
96	52	62	51
94	47	53	41
83	76	94	15
92	97	78	55
77	84	23	22
82	97	7	6
64	71	85	2
37	20	57	60
8	34	98	15
2	17	64	7
75	85	30	43
14	87	67	49
47	93	18	35
27	58	31	9
32	55	7	4
80	40	79	48
90	46	18	93
41	23	95	75
41	56	37	17
41	18	54	31
34	65	8	74
89	32	40	58
58	87	82	74
77	87	14	70
30	12	29	43
8	96	78	40
67	14	9	65
59	3	72	87
29	28	63	33
64	38	98	23
75	45	4	27
54	63	69	25
69	57	51	34
29	30	95	93
9	12	27	12
51	43	66	87
19	76	9	44
18	28	5	24
96	50	26	40
28	83	5	6
28	72	78	36
68	5	24	52
29	43	37	300
70	32	44	67
8	87	34	82
79	10	46	71
40	68	93	16
13	86	13	90
35	25	90	46
300	80	64	37
69	57	8	68
19	25	59	6
16	62	69	34
91	99	42	44
8	6	39	26
37	11	97	72
49	15	40	96
71	14	46	73
60	24	93	27
6	50	68	23
67	2	6	57
50	40	24	46
91	37	32	48
53	32	21	2
23	7	44	81
32	58	10	7
4	55	59	66
35	81	31	1
16	41	38	48
77	61	31	41
2	8	40	40
92	41	8	9
22	31	32	31
73	53	37	75
67	29	55	6
16	27	37	95
14	95	57	85
62	66	93	80
62	91	68	91
30	300	59	45
16	16	72	70
39	73	29	41
72	96	21	73
5	17	48	300
47	1	69	54
36	97	76	82
2	48	54	91
49	91	88	82
40	35	79	68
96	17	300	47
51	68	57	45
99	52	15	46
20	79	13	3
99	44	9	29
41	13	55	31
24	30	64	30
5	69	85	98
5	36	64	15
38	74	89	66
45	1	63	52
81	79	89	86
68	42	95	93
20	11	45	38
43	64	58	84
19	80	65	89
48	33	31	15
10	12	57	87
42	40	38	19
18	27	66	80
39	65	3	3
45	90	51	5
27	63	14	11
35	26	63	52
17	56	25	34
60	62	2	92
5	18	69	68
55	7	6	4
59	64	27	16
54	48	70	69
96	56	39	46
76	23	26	53
41	45	77	20
56	87	61	300
33	34	97	72
50	81	67	98
2	31	97	53
95	13	9	38
23	24	11	73
25	44	12	49
69	46	3	74
8	47	61	72
87	11	37	50
46	7	46	90
11	78	55	21
31	19	94	92
56	60	39	48
65	33	34	48
61	29	67	25
71	45	43	68
65	59	64	88
59	94	30	85
34	76	70	7
9	91	59	26
71	30	1	83
83	81	60	61
93	7	73	87
1	42	300	85
97	66	43	14
99	71	4	89
5	83	300	31
64	1	43	88
87	16	70	3
83	55	28	55
71	15	71	77
12	78	87	81
13	35	3	22
52	55	51	1
17	77	32	300
28	12	94	89
76	73	73	95
60	50	21	93
5	74	31	33
8	35	25	57
80	35	91	65
81	96	95	7
4	60	70	74
76	300	69	42
11	53	37	96
72	48	90	92
63	39	85	88
56	34	77	53
56	72	28	90
22	17	12	90
2	45	62	29
92	69	96	85
76	3	36	77
36	62	84	71
66	6	7	5
97	8	18	87
13	39	82	95
53	13	5	14
68	300	77	29
8	77	74	93
65	92	67	40
50	26	84	32
64	6	51	41
46	9	48	93
81	24	99	50
47	29	6	38
25	25	35	52
59	8	33	96
51	26	96	25
17	28	62	93
59	60	5	43
43	18	80	32
18	87	62	59
69	55	91	300
31	60	15	11
20	16	22	36
34	85	73	80
36	52	56	42
36	56	10	75
16	93	61	41
70	38	51	26
39	87	96	96
78	72	43	93
84	90	86	67
31	13	5	62
52	46	98	28
60	29	47	89
52	96	36	31
49	18	71	10
64	37	23	15
47	78	84	17
66	32	69	71
15	82	45	46
47	40	97	71
32	94	67	60
53	5	22	9
90	7	97	73
12	75	74	300
16	79	5	44
55	64	76	99
26	33	44	16
29	22	27	61
43	32	14	83
58	77	80	35
46	20	47	26
68	62	69	69
19	94	96	73
74	4	93	78
1	53	55	49
31	64	16	62
37	54	93	72
99	70	65	43
62	41	47	68
8	41	14	22
1	9	69	89
77	49	76	68
12	45	99	87
47	80	96	36
47	38	74	38
19	95	95	26
96	33	79	33
60	49	73	35
17	72	27	73
95	23	90	98
64	81	43	49
46	42	47	16
35	43	94	63
97	78	94	95
26	47	74	82
31	27	25	80
12	42	5	4
52	78	5	94
88	5	63	55
68	76	64	22
27	32	16	54
36	22	99	91
98	84	37	76
8	66	81	3
71	70	65	27
40	44	87	300
38	35	12	54
97	37	26	16
2	80	97	20
77	6	45	30
9	20	64	84
45	6	12	16
58	70	87	45
34	16	51	29
93	23	6	68
15	46	50	1
70	74	15	73
96	47	5	93
27	61	97	68
7	88	51	50
49	52	63	92
82	59	27	47
59	75	67	33
20	12	76	16
16	46	35	66
20	42	2	7
95	39	89	79
49	65	300	23
63	85	92	3
59	60	74	84
20	74	25	87
46	73	11	23
64	55	50	70
76	58	87	74
45	21	6	4
83	49	22	71
80	61	23	18
60	81	30	29
50	92	78	44
99	41	52	71
4	88	17	88
9	12	10	88
85	46	3	33
16	76	93	39
89	28	84	47
59	34	2	27
44	6	66	40
80	67	97	97
59	71	23	45
96	34	39	66
33	50	26	24
34	56	30	61
33	4	59	32
93	52	34	95
37	99	83	79
67	18	2	56
18	69	84	66
39	59	7	25
79	76	97	33
58	26	20	62
29	48	77	95
49	13	49	1
10	85	22	68
98	16	1	50
12	17	41	67
37	4	64	99
12	89	44	25
31	58	96	16
69	67	61	67
44	300	3	83
4	38	97	67
50	64	66	24
24	56	40	49
73	44	32	56
5	95	32	54
38	30	52	88
71	77	78	63
54	56	98	76
69	95	63	4
79	72	36	93
70	48	5	27
42	84	67	99
95	14	59	90
76	69	71	29
21	55	48	72
74	16	11	34
86	67	300	34
9	29	16	74
74	47	11	22
11	18	49	63
48	25	68	33
91	96	3	83
65	89	67	6
37	63	80	34
77	46	60	11
9	57	34	19
48	96	75	10
11	80	28	6
29	87	30	58
94	34	78	86
19	91	42	19
49	59	67	13
30	44	88	15
12	66	78	20
54	6	80	82
44	31	68	77
69	69	37	24
2	12	75	16
58	89	13	4
60	85	80	46
2	21	11	93
61	30	98	48
62	82	80	18
29	30	9	60
1	55	4	13
67	8	23	38
50	66	73	80
40	16	69	85
42	6	48	98
77	30	80	21
55	44	3	49
55	21	79	73
44	300	42	47
43	57	63	37
44	92	76	4
76	46	22	4
87	25	17	5
67	32	86	99
27	71	92	46
98	34	23	6
23	47	3	93
1	97	90	300
57	13	48	48
6	2	50	83
73	67	32	66
40	89	43	16
81	90	20	56
25	6	17	17
87	55	77	58
28	32	42	67
55	59	93	92
90	42	81	23
62	8	87	23
48	88	81	93
99	39	31	48
22	11	89	12
30	3	8	30
51	40	63	1
29	38	71	39
11	84	72	4
79	69	28	30
5	85	43	70
2	63	75	41
11	13	65	86
4	49	84	22
81	48	73	2
29	300	28	46
32	54	5	10
80	34	7	47
1	87	64	5
19	58	79	34
81	43	88	84
26	40	7	74
38	57	65	4
13	16	41	83
95	90	89	39
76	38	17	44
14	97	1	7
90	14	45	79
76	35	38	71
3	24	35	84
18	69	19	69
